activity_id,user_id,activity_date,activity_type,session_duration_min,pages_viewed
A011372,U02267,2025-04-27,Login,14,15
A011373,U02267,2025-05-29,Purchase,31,14
A011374,U02267,2025-07-01,Purchase,23,6
A011375,U02267,2025-07-28,Cart,44,7
A011376,U02267,2025-08-28,Cart,43,8
A011377,U02268,2024-09-15,Cart,54,18
A011378,U02268,2024-10-16,Feature Use,14,9
A011379,U02269,2024-11-06,Login,59,15
A011380,U02269,2024-12-07,Cart,6,19
A011381,U02269,2025-01-10,Login,29,14
A011382,U02269,2025-02-04,Feature Use,2,6
A011383,U02269,2025-03-07,Feature Use,15,11
A011384,U02270,2024-02-14,Browse,57,5
A011385,U02270,2024-03-15,Login,34,6
A011386,U02270,2024-04-13,Cart,27,1
A011387,U02270,2024-05-14,Login,59,10
A011388,U02270,2024-06-13,Browse,26,6
A011389,U02270,2024-07-14,Browse,58,5
A011390,U02270,2024-08-08,Cart,2,13
A011391,U02270,2024-09-12,Browse,35,15
A011392,U02271,2024-01-17,Feature Use,29,13
A011393,U02272,2024-11-18,Feature Use,26,3
A011394,U02272,2024-12-21,Cart,13,4
A011395,U02272,2025-01-15,Browse,41,11
A011396,U02272,2025-02-14,Cart,37,2
A011397,U02272,2025-03-19,Browse,43,8
A011398,U02272,2025-04-17,Purchase,59,13
A011399,U02272,2025-05-15,Purchase,6,1
A011400,U02273,2024-03-07,Purchase,42,14
A011401,U02273,2024-04-06,Browse,43,6
A011402,U02273,2024-05-05,Purchase,54,9
A011403,U02273,2024-06-04,Cart,41,18
A011404,U02274,2024-10-22,Purchase,24,14
A011405,U02275,2024-01-24,Login,18,15
A011406,U02276,2024-11-08,Browse,35,8
A011407,U02276,2024-12-08,Cart,49,19
A011408,U02276,2025-01-08,Purchase,12,6
A011409,U02276,2025-02-08,Cart,18,3
A011410,U02276,2025-03-10,Browse,58,19
A011411,U02276,2025-04-08,Login,11,10
A011412,U02276,2025-05-08,Feature Use,42,7
A011413,U02276,2025-06-05,Login,55,5
A011414,U02276,2025-07-05,Browse,16,12
A011415,U02276,2025-08-08,Browse,24,9
A011416,U02277,2024-08-04,Purchase,13,2
A011417,U02277,2024-09-04,Cart,47,12
A011418,U02277,2024-10-02,Feature Use,60,9
A011419,U02277,2024-10-29,Purchase,30,1
A011420,U02277,2024-12-02,Browse,28,13
A011421,U02277,2024-12-31,Browse,40,8
A011422,U02277,2025-01-31,Login,16,4
A011423,U02277,2025-03-02,Cart,13,8
A011424,U02277,2025-04-01,Browse,52,18
A011425,U02277,2025-04-29,Purchase,5,7
A011426,U02277,2025-05-30,Cart,33,14
A011427,U02277,2025-06-26,Browse,12,10
A011428,U02278,2024-03-20,Cart,9,19
A011429,U02279,2024-04-29,Feature Use,29,19
A011430,U02280,2024-11-08,Feature Use,49,3
A011431,U02280,2024-12-10,Login,49,11
A011432,U02280,2025-01-07,Cart,24,13
A011433,U02280,2025-02-06,Login,30,15
A011434,U02281,2024-04-24,Cart,34,11
A011435,U02281,2024-05-24,Browse,42,2
A011436,U02282,2024-08-02,Browse,3,18
A011437,U02283,2024-10-09,Feature Use,51,19
A011438,U02283,2024-11-09,Browse,36,17
A011439,U02283,2024-12-07,Purchase,5,5
A011440,U02284,2024-03-01,Cart,20,8
A011441,U02285,2024-02-09,Purchase,10,19
A011442,U02285,2024-03-10,Login,25,1
A011443,U02285,2024-04-10,Browse,8,14
A011444,U02285,2024-05-09,Purchase,17,10
A011445,U02286,2024-08-20,Feature Use,11,9
A011446,U02286,2024-09-22,Login,55,14
A011447,U02287,2024-01-09,Browse,44,8
A011448,U02287,2024-02-05,Login,40,5
A011449,U02287,2024-03-11,Cart,16,5
A011450,U02287,2024-04-08,Purchase,34,1
A011451,U02287,2024-05-09,Browse,15,1
A011452,U02287,2024-06-06,Feature Use,39,3
A011453,U02287,2024-07-04,Login,18,1
A011454,U02287,2024-08-08,Login,27,14
A011455,U02287,2024-09-06,Cart,46,3
A011456,U02287,2024-10-06,Browse,40,6
A011457,U02287,2024-11-01,Cart,57,13
A011458,U02288,2024-09-04,Login,23,1
A011459,U02288,2024-10-02,Browse,48,13
A011460,U02288,2024-10-29,Purchase,8,1
A011461,U02288,2024-11-29,Browse,46,9
A011462,U02289,2024-11-04,Login,51,3
A011463,U02289,2024-12-01,Login,33,4
A011464,U02289,2025-01-02,Browse,60,16
A011465,U02289,2025-02-03,Feature Use,8,9
A011466,U02289,2025-03-04,Login,45,11
A011467,U02289,2025-04-03,Cart,18,9
A011468,U02289,2025-05-02,Feature Use,29,14
A011469,U02289,2025-05-29,Purchase,54,4
A011470,U02289,2025-06-29,Feature Use,27,17
A011471,U02289,2025-07-30,Feature Use,31,6
A011472,U02289,2025-08-27,Cart,46,17
A011473,U02289,2025-09-30,Feature Use,27,18
A011474,U02290,2024-11-08,Cart,19,13
A011475,U02290,2024-12-07,Login,40,12
A011476,U02291,2024-12-06,Feature Use,58,19
A011477,U02291,2025-01-08,Browse,39,1
A011478,U02292,2024-05-14,Purchase,5,20
A011479,U02292,2024-06-16,Browse,23,19
A011480,U02292,2024-07-14,Login,36,16
A011481,U02292,2024-08-14,Purchase,36,9
A011482,U02292,2024-09-13,Browse,13,19
A011483,U02292,2024-10-12,Browse,24,7
A011484,U02292,2024-11-13,Browse,23,19
A011485,U02292,2024-12-13,Cart,19,8
A011486,U02292,2025-01-11,Cart,10,3
A011487,U02292,2025-02-09,Purchase,53,9
A011488,U02293,2024-10-12,Browse,34,8
A011489,U02293,2024-11-12,Feature Use,47,1
A011490,U02293,2024-12-09,Browse,50,20
A011491,U02293,2025-01-09,Feature Use,35,14
A011492,U02293,2025-02-10,Browse,57,7
A011493,U02293,2025-03-12,Cart,51,7
A011494,U02293,2025-04-12,Purchase,25,15
A011495,U02293,2025-05-12,Purchase,33,11
A011496,U02293,2025-06-09,Login,25,20
A011497,U02293,2025-07-07,Browse,44,3
A011498,U02293,2025-08-09,Feature Use,52,3
A011499,U02293,2025-09-07,Browse,60,2
A011500,U02294,2024-07-15,Feature Use,13,11
A011501,U02294,2024-08-13,Browse,48,18
A011502,U02294,2024-09-12,Login,59,6
A011503,U02294,2024-10-12,Purchase,48,17
A011504,U02295,2024-12-26,Browse,11,16
A011505,U02295,2025-01-25,Browse,32,12
A011506,U02295,2025-02-28,Cart,57,7
A011507,U02295,2025-03-26,Login,20,14
A011508,U02295,2025-04-28,Feature Use,57,10
A011509,U02295,2025-05-29,Cart,58,6
A011510,U02295,2025-06-27,Purchase,15,10
A011511,U02295,2025-07-25,Cart,37,13
A011512,U02295,2025-08-26,Cart,21,17
A011513,U02295,2025-09-21,Cart,16,20
A011514,U02295,2025-10-26,Login,14,13
A011515,U02295,2025-11-21,Cart,32,18
A011516,U02296,2024-11-12,Feature Use,15,15
A011517,U02296,2024-12-10,Login,50,18
A011518,U02297,2024-08-18,Feature Use,13,2
A011519,U02298,2024-07-06,Cart,39,1
A011520,U02298,2024-08-05,Login,46,20
A011521,U02298,2024-09-03,Feature Use,26,12
A011522,U02299,2024-09-19,Login,17,8
A011523,U02299,2024-10-18,Feature Use,19,7
A011524,U02300,2024-08-15,Login,43,11
A011525,U02300,2024-09-11,Feature Use,9,7
A011526,U02300,2024-10-12,Cart,53,3
A011527,U02300,2024-11-12,Cart,7,12
A011528,U02300,2024-12-10,Login,31,3
A011529,U02300,2025-01-12,Purchase,38,16
A011530,U02301,2024-08-08,Cart,50,14
A011531,U02301,2024-09-08,Purchase,60,2
A011532,U02302,2024-10-30,Feature Use,35,10
A011533,U02303,2024-05-01,Purchase,3,12
A011534,U02303,2024-05-30,Login,46,10
A011535,U02303,2024-07-01,Cart,47,18
A011536,U02303,2024-07-31,Feature Use,6,2
A011537,U02303,2024-08-29,Feature Use,27,2
A011538,U02303,2024-09-30,Purchase,27,16
A011539,U02304,2024-05-15,Feature Use,19,9
A011540,U02305,2024-07-08,Feature Use,28,9
A011541,U02305,2024-08-05,Feature Use,51,11
A011542,U02305,2024-09-01,Browse,13,1
A011543,U02305,2024-10-01,Login,59,1
A011544,U02305,2024-11-02,Cart,19,16
A011545,U02305,2024-12-03,Login,24,2
A011546,U02305,2025-01-02,Feature Use,20,16
A011547,U02305,2025-01-31,Login,3,2
A011548,U02305,2025-03-04,Feature Use,35,12
A011549,U02305,2025-04-02,Purchase,35,18
A011550,U02305,2025-04-29,Purchase,5,9
A011551,U02305,2025-05-31,Purchase,6,15
A011552,U02306,2024-06-13,Purchase,46,12
A011553,U02306,2024-07-12,Login,40,6
A011554,U02307,2024-02-04,Login,36,17
A011555,U02307,2024-03-03,Purchase,32,18
A011556,U02307,2024-04-03,Browse,40,9
A011557,U02307,2024-05-05,Feature Use,38,17
A011558,U02307,2024-06-04,Cart,8,17
A011559,U02307,2024-07-05,Purchase,41,15
A011560,U02307,2024-08-04,Browse,23,13
A011561,U02307,2024-09-01,Purchase,49,15
A011562,U02307,2024-10-02,Browse,29,19
A011563,U02307,2024-11-01,Purchase,47,1
A011564,U02307,2024-11-28,Browse,32,10
A011565,U02307,2024-12-31,Feature Use,16,20
A011566,U02308,2024-10-09,Purchase,53,5
A011567,U02309,2024-05-23,Feature Use,39,3
A011568,U02310,2024-11-15,Browse,45,8
A011569,U02310,2024-12-18,Cart,9,19
A011570,U02310,2025-01-15,Feature Use,14,15
A011571,U02310,2025-02-17,Browse,30,3
A011572,U02310,2025-03-16,Purchase,7,9
A011573,U02310,2025-04-13,Login,19,9
A011574,U02310,2025-05-15,Feature Use,40,17
A011575,U02310,2025-06-16,Login,28,13
A011576,U02310,2025-07-17,Browse,53,2
A011577,U02310,2025-08-14,Browse,4,12
A011578,U02311,2024-12-22,Feature Use,14,1
A011579,U02312,2024-06-18,Cart,8,8
A011580,U02312,2024-07-19,Feature Use,58,5
A011581,U02313,2024-11-12,Browse,42,6
A011582,U02313,2024-12-10,Purchase,9,13
A011583,U02314,2024-05-06,Feature Use,18,8
A011584,U02314,2024-06-09,Login,29,13
A011585,U02315,2024-08-05,Feature Use,41,10
A011586,U02315,2024-09-03,Purchase,43,9
A011587,U02315,2024-10-07,Browse,52,4
A011588,U02315,2024-11-05,Login,53,4
A011589,U02315,2024-12-03,Purchase,59,10
A011590,U02315,2025-01-02,Cart,14,4
A011591,U02315,2025-02-02,Feature Use,55,5
A011592,U02315,2025-03-07,Purchase,5,19
A011593,U02315,2025-04-01,Feature Use,44,10
A011594,U02315,2025-05-01,Purchase,10,7
A011595,U02315,2025-06-04,Browse,8,9
A011596,U02316,2024-08-06,Feature Use,36,12
A011597,U02317,2024-07-13,Feature Use,44,19
A011598,U02317,2024-08-12,Feature Use,46,15
A011599,U02317,2024-09-07,Purchase,30,15
A011600,U02317,2024-10-11,Purchase,13,16
A011601,U02317,2024-11-07,Login,54,13
A011602,U02317,2024-12-06,Cart,56,20
A011603,U02317,2025-01-08,Cart,44,14
A011604,U02317,2025-02-06,Purchase,4,11
A011605,U02317,2025-03-11,Browse,19,2
A011606,U02318,2024-03-12,Feature Use,38,5
A011607,U02318,2024-04-14,Browse,51,11
A011608,U02318,2024-05-13,Feature Use,16,10
A011609,U02318,2024-06-13,Purchase,3,7
A011610,U02318,2024-07-12,Login,47,2
A011611,U02319,2024-07-15,Purchase,46,20
A011612,U02320,2024-06-18,Cart,52,6
A011613,U02320,2024-07-16,Login,14,15
A011614,U02320,2024-08-15,Purchase,2,14
A011615,U02320,2024-09-14,Cart,47,18
A011616,U02320,2024-10-18,Purchase,52,15
A011617,U02321,2024-09-12,Purchase,32,4
A011618,U02321,2024-10-11,Purchase,59,3
A011619,U02321,2024-11-11,Browse,4,2
A011620,U02321,2024-12-09,Purchase,38,13
A011621,U02321,2025-01-07,Purchase,49,12
A011622,U02321,2025-02-08,Cart,28,3
A011623,U02321,2025-03-07,Browse,24,4
A011624,U02321,2025-04-08,Cart,25,10
A011625,U02321,2025-05-09,Browse,13,17
A011626,U02321,2025-06-06,Login,59,15
A011627,U02321,2025-07-06,Feature Use,18,3
A011628,U02322,2024-04-24,Purchase,11,3
A011629,U02322,2024-05-26,Login,53,2
A011630,U02322,2024-06-22,Feature Use,29,4
A011631,U02322,2024-07-24,Login,49,4
A011632,U02322,2024-08-22,Login,57,14
A011633,U02322,2024-09-20,Cart,50,19
A011634,U02322,2024-10-24,Feature Use,60,20
A011635,U02323,2024-05-15,Login,51,9
A011636,U02323,2024-06-14,Purchase,48,11
A011637,U02323,2024-07-11,Feature Use,35,8
A011638,U02323,2024-08-15,Purchase,46,16
A011639,U02323,2024-09-10,Feature Use,38,13
A011640,U02323,2024-10-14,Browse,29,18
A011641,U02324,2024-02-29,Login,36,15
A011642,U02324,2024-03-30,Browse,35,5
A011643,U02324,2024-04-30,Login,9,11
A011644,U02324,2024-05-25,Feature Use,29,14
A011645,U02325,2024-03-27,Cart,7,20
A011646,U02326,2024-09-05,Feature Use,46,16
A011647,U02326,2024-10-04,Cart,6,4
A011648,U02326,2024-11-02,Feature Use,14,14
A011649,U02326,2024-11-30,Feature Use,25,7
A011650,U02326,2024-12-31,Browse,48,9
A011651,U02326,2025-02-03,Purchase,2,4
A011652,U02326,2025-03-03,Browse,29,10
A011653,U02327,2024-07-20,Feature Use,31,19
A011654,U02327,2024-08-17,Purchase,5,4
A011655,U02327,2024-09-18,Purchase,10,1
A011656,U02327,2024-10-16,Feature Use,23,13
A011657,U02328,2024-07-14,Browse,53,5
A011658,U02328,2024-08-09,Login,33,4
A011659,U02329,2024-09-03,Login,51,11
A011660,U02329,2024-10-04,Cart,32,3
A011661,U02329,2024-10-31,Cart,6,5
A011662,U02329,2024-11-28,Browse,30,3
A011663,U02329,2025-01-01,Browse,54,15
A011664,U02330,2024-02-15,Purchase,24,13
A011665,U02330,2024-03-14,Browse,46,18
A011666,U02330,2024-04-15,Login,24,4
A011667,U02330,2024-05-13,Cart,6,13
A011668,U02330,2024-06-14,Browse,59,2
A011669,U02330,2024-07-10,Feature Use,50,15
A011670,U02330,2024-08-09,Login,3,17
A011671,U02330,2024-09-12,Browse,49,5
A011672,U02330,2024-10-11,Purchase,39,2
A011673,U02330,2024-11-07,Cart,11,18
A011674,U02330,2024-12-06,Feature Use,48,1
A011675,U02330,2025-01-08,Purchase,3,2
A011676,U02331,2024-03-12,Browse,8,5
A011677,U02331,2024-04-13,Purchase,13,16
A011678,U02331,2024-05-12,Login,59,18
A011679,U02331,2024-06-10,Browse,30,16
A011680,U02332,2024-02-27,Cart,8,19
A011681,U02332,2024-04-01,Feature Use,40,8
A011682,U02332,2024-04-26,Login,16,10
A011683,U02332,2024-05-26,Login,27,18
A011684,U02332,2024-06-25,Browse,30,2
A011685,U02332,2024-07-28,Cart,28,6
A011686,U02332,2024-08-29,Cart,28,9
A011687,U02332,2024-09-26,Purchase,37,18
A011688,U02332,2024-10-23,Browse,14,4
A011689,U02332,2024-11-24,Feature Use,41,4
A011690,U02332,2024-12-26,Purchase,4,17
A011691,U02332,2025-01-24,Browse,59,18
A011692,U02333,2024-04-28,Login,15,5
A011693,U02334,2024-11-21,Browse,44,3
A011694,U02334,2024-12-24,Browse,49,12
A011695,U02334,2025-01-21,Login,14,15
A011696,U02334,2025-02-24,Feature Use,34,13
A011697,U02334,2025-03-24,Cart,49,12
A011698,U02334,2025-04-24,Cart,18,19
A011699,U02334,2025-05-20,Cart,45,17
A011700,U02335,2024-12-12,Feature Use,53,14
A011701,U02335,2025-01-11,Feature Use,44,3
A011702,U02335,2025-02-08,Feature Use,17,13
A011703,U02336,2024-01-20,Purchase,36,20
A011704,U02337,2024-06-25,Browse,30,11
A011705,U02337,2024-07-25,Login,7,12
A011706,U02338,2024-08-18,Purchase,9,3
A011707,U02339,2024-08-13,Browse,40,5
A011708,U02339,2024-09-12,Browse,16,2
A011709,U02339,2024-10-16,Login,13,16
A011710,U02339,2024-11-10,Feature Use,12,4
A011711,U02339,2024-12-10,Cart,59,7
A011712,U02339,2025-01-13,Purchase,56,1
A011713,U02340,2024-03-29,Purchase,2,17
A011714,U02340,2024-04-29,Purchase,32,20
A011715,U02340,2024-05-29,Login,24,7
A011716,U02341,2024-09-05,Feature Use,10,6
A011717,U02342,2024-01-26,Browse,42,16
A011718,U02342,2024-02-22,Cart,23,3
A011719,U02342,2024-03-27,Login,48,10
A011720,U02343,2024-10-09,Feature Use,58,19
A011721,U02344,2024-01-19,Feature Use,56,11
A011722,U02344,2024-02-22,Feature Use,14,19
A011723,U02344,2024-03-22,Cart,57,7
A011724,U02344,2024-04-18,Cart,6,2
A011725,U02344,2024-05-23,Browse,14,16
A011726,U02344,2024-06-22,Browse,46,8
A011727,U02345,2024-09-17,Browse,15,18
A011728,U02345,2024-10-17,Purchase,4,3
A011729,U02345,2024-11-19,Login,13,8
A011730,U02345,2024-12-15,Browse,31,8
A011731,U02345,2025-01-13,Feature Use,27,10
A011732,U02345,2025-02-13,Purchase,30,4
A011733,U02345,2025-03-16,Login,47,15
A011734,U02345,2025-04-13,Browse,13,19
A011735,U02346,2024-05-12,Browse,43,19
A011736,U02346,2024-06-14,Cart,60,18
A011737,U02346,2024-07-11,Login,14,5
A011738,U02346,2024-08-10,Purchase,2,1
A011739,U02346,2024-09-12,Login,10,11
A011740,U02346,2024-10-09,Browse,8,6
A011741,U02346,2024-11-06,Cart,31,10
A011742,U02346,2024-12-06,Purchase,37,17
A011743,U02346,2025-01-06,Cart,33,16
A011744,U02346,2025-02-06,Login,36,4
A011745,U02346,2025-03-07,Feature Use,25,8
A011746,U02346,2025-04-08,Purchase,25,6
A011747,U02347,2024-12-19,Purchase,49,16
A011748,U02347,2025-01-21,Login,56,3
A011749,U02347,2025-02-18,Cart,10,6
A011750,U02347,2025-03-23,Feature Use,29,20
A011751,U02347,2025-04-20,Feature Use,12,2
A011752,U02347,2025-05-18,Feature Use,16,13
A011753,U02347,2025-06-21,Cart,35,2
A011754,U02348,2024-11-28,Login,45,3
A011755,U02348,2024-12-28,Feature Use,46,11
A011756,U02348,2025-01-25,Purchase,10,11
A011757,U02349,2024-10-06,Feature Use,22,10
A011758,U02349,2024-11-01,Feature Use,60,6
A011759,U02349,2024-12-04,Login,33,3
A011760,U02349,2025-01-02,Browse,28,9
A011761,U02350,2024-10-31,Purchase,12,5
A011762,U02350,2024-12-01,Browse,22,19
A011763,U02350,2024-12-28,Browse,53,18
A011764,U02351,2024-09-03,Feature Use,22,12
A011765,U02351,2024-10-04,Login,3,18
A011766,U02352,2024-01-21,Login,11,8
A011767,U02352,2024-02-20,Cart,8,7
A011768,U02353,2024-05-21,Feature Use,21,17
A011769,U02353,2024-06-20,Browse,50,2
A011770,U02353,2024-07-19,Login,16,13
A011771,U02353,2024-08-20,Login,48,13
A011772,U02353,2024-09-16,Browse,5,9
A011773,U02353,2024-10-17,Cart,32,19
A011774,U02353,2024-11-17,Purchase,40,4
A011775,U02354,2024-09-24,Cart,43,13
A011776,U02354,2024-10-27,Purchase,41,13
A011777,U02354,2024-11-26,Feature Use,42,15
A011778,U02354,2024-12-25,Login,8,15
A011779,U02354,2025-01-21,Browse,23,11
A011780,U02354,2025-02-21,Feature Use,33,4
A011781,U02354,2025-03-25,Browse,11,5
A011782,U02355,2024-07-19,Browse,9,20
A011783,U02355,2024-08-18,Cart,3,17
A011784,U02355,2024-09-17,Browse,37,15
A011785,U02355,2024-10-17,Cart,13,10
A011786,U02356,2024-03-27,Cart,16,10
A011787,U02356,2024-04-25,Browse,60,14
A011788,U02356,2024-05-26,Browse,40,9
A011789,U02357,2024-01-03,Feature Use,55,12
A011790,U02357,2024-02-04,Cart,54,14
A011791,U02357,2024-03-02,Cart,23,1
A011792,U02357,2024-04-03,Purchase,54,2
A011793,U02358,2024-01-28,Purchase,9,5
A011794,U02359,2024-03-04,Purchase,9,20
A011795,U02359,2024-04-07,Feature Use,28,16
A011796,U02360,2024-05-30,Cart,22,19
A011797,U02360,2024-06-27,Purchase,28,11
A011798,U02361,2024-10-31,Browse,50,14
A011799,U02362,2024-06-12,Purchase,47,4
A011800,U02362,2024-07-12,Purchase,31,3
A011801,U02362,2024-08-10,Purchase,44,16
A011802,U02362,2024-09-13,Cart,45,10
A011803,U02362,2024-10-08,Browse,32,11
A011804,U02363,2024-04-16,Purchase,51,10
A011805,U02364,2024-06-17,Cart,56,16
A011806,U02364,2024-07-18,Browse,48,15
A011807,U02364,2024-08-17,Login,52,4
A011808,U02364,2024-09-17,Browse,28,14
A011809,U02365,2024-08-16,Purchase,26,3
A011810,U02365,2024-09-10,Purchase,54,9
A011811,U02365,2024-10-11,Browse,24,18
A011812,U02365,2024-11-09,Login,33,2
A011813,U02365,2024-12-14,Feature Use,33,5
A011814,U02365,2025-01-13,Browse,47,7
A011815,U02366,2024-11-28,Login,12,9
A011816,U02366,2024-12-29,Cart,48,1
A011817,U02366,2025-01-31,Browse,58,14
A011818,U02366,2025-03-01,Cart,33,12
A011819,U02366,2025-03-28,Browse,34,13
A011820,U02366,2025-04-29,Cart,18,3
A011821,U02366,2025-05-26,Purchase,31,7
A011822,U02367,2024-01-04,Purchase,41,19
A011823,U02367,2024-02-02,Feature Use,58,6
A011824,U02367,2024-03-06,Purchase,22,5
A011825,U02367,2024-04-01,Login,10,18
A011826,U02367,2024-04-30,Login,59,20
A011827,U02368,2024-01-23,Cart,57,9
A011828,U02368,2024-02-22,Purchase,57,15
A011829,U02369,2024-10-11,Purchase,29,5
A011830,U02369,2024-11-10,Purchase,17,19
A011831,U02370,2024-07-22,Browse,27,18
A011832,U02370,2024-08-16,Feature Use,10,18
A011833,U02370,2024-09-18,Feature Use,37,13
A011834,U02370,2024-10-16,Browse,35,1
A011835,U02371,2024-10-02,Feature Use,31,8
A011836,U02371,2024-10-28,Cart,58,11
A011837,U02371,2024-11-29,Browse,37,12
A011838,U02372,2024-04-05,Browse,60,4
A011839,U02372,2024-05-07,Login,18,8
A011840,U02372,2024-06-05,Browse,18,6
A011841,U02372,2024-07-02,Browse,42,7
A011842,U02373,2024-01-14,Cart,29,1
A011843,U02373,2024-02-16,Login,28,15
A011844,U02373,2024-03-12,Browse,52,2
A011845,U02373,2024-04-13,Feature Use,30,11
A011846,U02374,2024-01-13,Feature Use,48,3
A011847,U02374,2024-02-11,Browse,20,18
A011848,U02374,2024-03-11,Cart,27,12
A011849,U02374,2024-04-07,Purchase,17,10
A011850,U02374,2024-05-12,Browse,40,1
A011851,U02374,2024-06-06,Browse,5,6
A011852,U02374,2024-07-11,Browse,50,20
A011853,U02374,2024-08-07,Feature Use,59,9
A011854,U02374,2024-09-08,Browse,19,3
A011855,U02374,2024-10-08,Login,4,6
A011856,U02374,2024-11-05,Cart,4,3
A011857,U02375,2024-08-28,Browse,15,8
A011858,U02375,2024-09-26,Feature Use,17,1
A011859,U02375,2024-10-28,Cart,31,12
A011860,U02375,2024-11-22,Login,9,15
A011861,U02376,2024-05-29,Feature Use,24,12
A011862,U02376,2024-06-28,Feature Use,54,5
A011863,U02376,2024-08-01,Login,5,3
A011864,U02376,2024-08-31,Purchase,26,3
A011865,U02376,2024-09-29,Login,58,3
A011866,U02376,2024-10-29,Login,60,10
A011867,U02376,2024-11-28,Cart,36,13
A011868,U02376,2024-12-29,Cart,16,3
A011869,U02376,2025-01-26,Browse,9,6
A011870,U02376,2025-02-26,Feature Use,31,13
A011871,U02376,2025-03-26,Cart,58,7
A011872,U02376,2025-04-27,Purchase,40,13
A011873,U02377,2024-02-24,Login,19,5
A011874,U02377,2024-03-24,Purchase,12,18
A011875,U02377,2024-04-24,Login,40,9
A011876,U02377,2024-05-20,Browse,8,12
A011877,U02378,2024-08-14,Browse,59,10
A011878,U02379,2024-08-19,Feature Use,34,15
A011879,U02379,2024-09-22,Browse,15,9
A011880,U02379,2024-10-17,Login,22,3
A011881,U02379,2024-11-19,Feature Use,40,20
A011882,U02379,2024-12-17,Feature Use,10,15
A011883,U02380,2024-02-28,Login,19,2
A011884,U02380,2024-03-27,Cart,46,9
A011885,U02380,2024-04-25,Browse,55,3
A011886,U02380,2024-05-28,Feature Use,20,8
A011887,U02380,2024-06-22,Login,47,8
A011888,U02380,2024-07-23,Purchase,26,3
A011889,U02380,2024-08-24,Browse,7,18
A011890,U02381,2024-09-16,Cart,28,7
A011891,U02381,2024-10-19,Browse,19,4
A011892,U02381,2024-11-17,Browse,14,10
A011893,U02381,2024-12-18,Login,38,6
A011894,U02382,2025-01-01,Feature Use,44,5
A011895,U02382,2025-01-28,Login,14,15
A011896,U02383,2024-07-31,Purchase,29,1
A011897,U02383,2024-08-30,Cart,39,3
A011898,U02383,2024-09-26,Purchase,50,14
A011899,U02383,2024-10-31,Cart,49,13
A011900,U02383,2024-11-25,Feature Use,40,7
A011901,U02384,2024-03-31,Login,23,20
A011902,U02384,2024-05-04,Purchase,25,11
A011903,U02384,2024-06-03,Cart,58,12
A011904,U02384,2024-06-30,Browse,31,3
A011905,U02384,2024-07-29,Browse,35,14
A011906,U02384,2024-08-31,Cart,33,10
A011907,U02384,2024-09-27,Feature Use,47,15
A011908,U02384,2024-11-01,Purchase,28,2
A011909,U02385,2024-02-18,Login,32,10
A011910,U02385,2024-03-19,Login,46,11
A011911,U02385,2024-04-15,Cart,43,16
A011912,U02386,2024-05-04,Cart,8,18
A011913,U02386,2024-06-02,Login,30,10
A011914,U02386,2024-07-04,Browse,5,13
A011915,U02386,2024-08-04,Browse,16,11
A011916,U02386,2024-08-31,Feature Use,45,14
A011917,U02386,2024-10-04,Browse,20,20
A011918,U02386,2024-10-31,Purchase,46,9
A011919,U02386,2024-12-02,Purchase,52,3
A011920,U02386,2025-01-01,Cart,28,9
A011921,U02386,2025-01-29,Feature Use,12,18
